id,group,hs.grad,nation,gender,age,m.status,political,n.child,income,housing,food,other,score,scr,time1,time2,time3,Pol
1585,treat,yes,North America,male,52,divorced,Liberal,1,96444.11957,0.52,0.47,0.01,0.23,1.195087025,0.38,-2.15,0.55,2.118501785
1586,treat,no,Europe,female,53,widowed,New_Democrat,2,46967.3145,0.32,0.3,0.38,-0.72,1.354980047,0.61,-0.1,0.8,3.03348466
1587,treat,yes,North America,male,34,divorced,New_Democrat,0,0,0.81,0.14,0.05,1.26,1.343660142,0.58,2.25,2.58,4.237277411
1588,control,no,Europe,male,24,widowed,Liberal,1,141757.7626,0.07,0.82,0.11,-1.51,1.289830075,0.46,-0.18,1.98,1.130200006
1589,treat,yes,Europe,male,61,divorced,Conservative,0,18755.634,0.88,0.1,0.02,0.6,0.422719727,0.93,-0.43,0.96,3.209398827
1590,treat,yes,Europe,female,46,divorced,Conservative,1,41080.7645,0.2,0.12,0.68,-0.02,0.59197947,0.6,3.68,9.99,1.815589142
1591,treat,no,North America,male,34,married,Conservative,1,134203.8568,0.97,0.02,0.01,-1.28,0.184988008,0.01,1.77,0.38,4.066077437
1592,treat,no,Europe,male,35,married,Liberal,0,82283.73143,0.22,0.43,0.35,0.34,1.796658247,0.27,3.47,3.22,3.529443989
1593,control,yes,North America,male,20,married,New_Democrat,0,110200.0482,0.59,0.17,0.24,0.51,1.474786099,0.15,-0.09,0.66,0.851743409
1594,treat,yes,Asia,female,30,married,Conservative,3,37505.56944,0.24,0.08,0.68,-0.9,0.742588542,0.97,4.73,4.11,1.861213868
1595,treat,yes,North America,male,28,widowed,Liberal,0,87538.29227,0.4,0.07,0.53,1.83,2.062647654,0.46,-3.07,3.7,2.291385374
1596,control,yes,Europe,female,58,married,Conservative,0,68778.31713,0.55,0.16,0.29,0.35,0.903447322,0.86,0.34,2.73,-0.299396193
1597,control,yes,Europe,female,23,married,Liberal,1,91926.07533,0.58,0.38,0.04,2,1.978051641,0.8,4.7,0.85,-1.146920735
1598,control,yes,Asia,male,22,married,Other,1,115383.4723,0.27,0.47,0.26,1.13,2.050867427,0.52,2.32,1.06,0.453034201
1599,treat,yes,Europe,male,63,married,New_Democrat,2,145149.4945,0.53,0.22,0.25,0.26,1.629906474,0,1.25,2.14,4.014792021
1600,control,yes,North America,male,32,married,Conservative,4,71917.62558,0.62,0.11,0.27,1.4,0.818813425,0.04,2.87,1.83,1.633884398
1601,treat,yes,Southern,female,30,married,Liberal,0,52278.29293,0.58,0.15,0.27,-0.27,0.887089173,0.04,-2.29,1.5,0.266547862
1602,control,no,North America,female,58,divorced,New_Democrat,0,3675.686321,0.95,0,0.05,-1.98,0.335134841,0.63,0.05,9.59,1.258047438
1603,control,no,North America,male,56,divorced,Other,0,16001.44062,0.66,0.3,0.04,0.2,0.216151084,0.06,3.18,1.44,2.02941687
1604,treat,yes,North America,female,59,married,New_Democrat,2,135619.9914,0.36,0.55,0.09,-1.36,0.293187991,0.01,-0.4,1.31,1.912299152
1605,treat,yes,North America,male,49,divorced,Liberal,0,127732.8816,0.96,0.04,0,1.4,1.165031611,0.63,0.22,1,2.298351435
1606,treat,no,North America,female,54,married,Conservative,2,87475.42795,0.32,0.12,0.56,-1.06,0.431527868,0.17,-0.76,1.82,3.057736672
1607,treat,no,Europe,male,31,divorced,Liberal,2,114291.6531,0.95,0.02,0.03,-1.85,1.660099661,0.83,5.34,2.86,2.45292202
1608,treat,yes,Asia,female,32,married,Liberal,1,39633.78842,0.65,0.23,0.12,-1.81,0.533006849,0.63,3.26,1.4,0.784476896
1609,control,yes,North America,female,36,married,Conservative,1,37559.02363,0.58,0.13,0.29,1.09,0.161410912,0.95,5.01,2.46,-0.019851551
1610,control,yes,North America,male,60,divorced,New_Democrat,1,56324.90965,0.05,0.43,0.52,-0.8,0.544950525,0.22,1.7,2.71,0.952719401
1611,control,yes,Asia,female,40,married,Conservative,0,20390.21615,0.86,0.11,0.03,-0.8,0.882227637,0.42,-1.07,2.86,0.032059166
1612,control,yes,Europe,female,42,divorced,Liberal,1,109848.3278,0.42,0.53,0.05,-0.36,0.500520197,0.16,-1.15,2.12,-0.966272769
1613,control,no,North America,female,63,never,New_Democrat,1,16000,0.02,0.71,0.27,-1.26,0.606382248,0.78,-0.5,2.03,1.382090747
1614,treat,yes,North America,male,65,married,New_Democrat,2,64380.36503,0.71,0.21,0.08,-1.64,0.962758072,0.86,4.49,7.46,2.660273903
1615,control,no,North America,female,29,married,Conservative,1,95519.85099,0,0.06,0.94,-1.46,2.03932263,0.26,-2.09,0.33,0.826239739
1616,treat,yes,North America,female,50,never,New_Democrat,0,87000,0.1,0.61,0.29,-0.43,0.480335774,0.16,0.54,0.76,1.445582703
1617,treat,no,North America,male,55,never,Liberal,2,12000,0.96,0.04,0,0.33,1.15404487,0.22,1.49,1.4,3.306295005
1618,control,yes,North America,female,55,divorced,New_Democrat,3,8556.149514,0.92,0.07,0.01,1.23,1.047906861,0,-0.62,1.5,0.503565441
1619,control,yes,North America,female,58,married,Conservative,0,74239.52834,0.21,0.02,0.77,0.1,1.573387275,0.55,-0.68,1.03,0.32349424
1620,control,no,Asia,male,42,never,Conservative,1,115000,0.65,0.18,0.17,-0.73,0.95920463,0.52,1.44,3.05,2.612770875
1621,control,no,North America,female,29,divorced,New_Democrat,1,131381.9998,0.99,0.01,0,-2.28,0.863768459,0.85,-1.71,6.36,0.786726034
1622,control,yes,Asia,male,19,never,Liberal,1,14000,0.29,0.08,0.63,1.06,-0.132189058,0,-2.3,0.33,-0.081431407
1623,control,no,North America,female,42,divorced,Conservative,2,101998.25,0.89,0,0.11,0.5,1.761533564,0.05,0.61,1.01,1.547623765
1624,control,no,North America,female,59,divorced,Conservative,3,69253.28493,0.09,0.26,0.65,-0.8,0.27056916,0.01,-0.09,0.77,1.006291182
1625,treat,no,North America,male,28,divorced,Conservative,1,20397.72587,0.52,0.16,0.32,0.86,0.82665752,0.11,0.23,3.58,5.135308915
1626,control,yes,North America,male,46,married,Liberal,3,150323.0395,0.31,0.03,0.66,0.28,1.050405411,0.55,2,0.74,0.469101593
1627,treat,no,North America,male,53,never,Liberal,1,39000,0.85,0.08,0.07,-1.89,0.076233988,0.86,3.67,1.17,2.179919228
1628,control,yes,North America,female,52,married,Conservative,0,8615.15064,0.52,0.17,0.31,-0.63,0.657582953,0.65,0.16,0.76,0.472098324
1629,treat,no,North America,male,61,divorced,Conservative,2,52699.70357,0.46,0.53,0.01,-1.96,0.851093546,0.92,1.12,1.52,3.694567518
1630,control,no,Asia,male,38,divorced,Liberal,0,68406.1426,0.88,0.06,0.06,0.77,0.383080384,0.39,3.43,4.43,1.162461451
1631,treat,yes,North America,male,22,married,Other,2,58559.5023,0.79,0.03,0.18,0.87,0.539991799,0.94,-0.47,2.31,2.456196074
1632,treat,yes,Asia,female,57,never,Conservative,1,34000,0.64,0.22,0.14,0.49,0.410720424,0.45,1.14,3.11,2.331567397
1633,control,no,Southern,male,29,divorced,Liberal,4,40222.20314,0.41,0.22,0.37,0.11,1.934870294,0.31,-0.7,3.13,0.106735527
1634,control,yes,Asia,male,54,divorced,Liberal,1,126316.8579,0.49,0.09,0.42,-0.78,0.706643064,0.04,-0.5,4.57,0.211009251
1635,treat,yes,Asia,male,39,married,New_Democrat,2,40514.0294,0.53,0.26,0.21,0.21,0.658426572,0.46,-2.71,5.66,2.725024767
1636,control,no,North America,male,35,divorced,New_Democrat,0,76150.88029,0.83,0.02,0.15,-0.32,0.538196894,0.39,3.37,0.79,1.784743296
1637,control,yes,North America,male,23,divorced,Conservative,2,81513.06742,0.27,0.71,0.02,-2.26,0.481902786,0.98,-1.99,4.42,1.043671161
1638,treat,no,North America,male,23,divorced,Conservative,1,40848.52199,0.98,0.01,0.01,-0.03,-0.274795769,0.38,-0.37,1.52,3.704498062
1639,control,yes,North America,female,62,divorced,Conservative,2,76111.68668,0.33,0.06,0.61,1.65,0.91604026,0.49,0.62,0.74,0.550967634
1640,control,yes,North America,female,56,married,Conservative,1,137599.4035,0.01,0.26,0.73,-0.23,1.812336746,0.9,-1.72,1.3,0.092356861
1641,control,yes,North America,male,50,married,Liberal,5,103875.6264,0.08,0.22,0.7,-0.29,1.340137102,0,-2.37,0.25,-0.240522069
1642,control,no,Southern,female,41,married,Conservative,2,106721.8457,0,0.13,0.87,-0.67,1.419375069,0.52,6.9,4.47,1.271228679
1643,treat,no,North America,female,53,never,Conservative,0,52000,0.15,0.34,0.51,0.25,0.203779217,0.5,1.24,4.99,2.957722053
1644,control,yes,North America,male,41,divorced,Conservative,2,81955.62238,0.76,0.24,0,-1.65,0.808819694,0.94,0.49,1.14,0.976482969
1645,control,yes,Southern,female,45,married,Conservative,1,55832.67812,0.76,0.05,0.19,-0.8,1.431342396,0.67,-0.22,2.66,0.03121262
1646,control,no,North America,female,29,married,Liberal,2,161746.271,0.94,0.04,0.02,-0.22,1.079465218,0.65,-1.44,1.75,-0.027183185
1647,control,yes,Asia,male,60,divorced,New_Democrat,1,88251.87799,0.2,0.79,0.01,1.2,2.253316684,0.93,1.73,1.31,1.680811467
1648,treat,no,Asia,male,51,never,Liberal,2,2000,0.56,0.01,0.43,-0.38,1.072056685,0.87,-1.88,2.78,3.073433677
1649,treat,yes,Southern,male,64,divorced,Other,3,136142.1865,0.83,0.09,0.08,0.55,1.491989574,0,2.64,0.06,2.763328137
1650,treat,no,North America,male,25,divorced,New_Democrat,0,55959.6577,0.18,0.3,0.52,1.1,1.331019299,0.45,2.79,1.9,4.109112602
1651,treat,yes,North America,male,54,married,Liberal,1,71135.83562,0.24,0.46,0.3,-0.7,0.651323388,0.91,0.09,6.61,1.296745371
1652,treat,yes,Southern,male,42,married,Conservative,0,111308.3567,0.6,0.18,0.22,-0.55,1.77272321,0.36,4.4,3.2,3.269684878
1653,control,no,Southern,male,40,divorced,Other,0,107380.2562,0.18,0.21,0.61,-0.04,0.909181602,0.01,-2.82,3.71,1.932389746
1654,treat,no,North America,female,49,divorced,Liberal,1,80856.04563,0.25,0.59,0.16,0.21,0.861549468,0.47,-4,1.88,1.720997787
1655,control,yes,Southern,male,58,divorced,Liberal,2,17896.53666,0.77,0.16,0.07,-0.01,1.530968961,0.8,7.2,1.48,0.38444509
1656,control,no,Asia,male,50,never,Conservative,1,10000,0.87,0,0.13,-0.17,1.031791623,0.42,2.26,2.93,2.766955807
1657,control,no,North America,female,41,never,New_Democrat,0,113000,0.58,0.03,0.39,-1.42,0.786186808,0.9,-0.62,2.61,1.414343193
1658,treat,no,Southern,female,34,never,Conservative,2,57000,0.3,0.66,0.04,-1.54,1.570474509,0.29,-1.17,0.42,2.708742717
1659,treat,yes,North America,male,32,married,New_Democrat,0,77707.84302,0.52,0.34,0.14,-1.48,0.865767568,0.93,0.49,1.96,3.148335415
1660,treat,yes,North America,male,29,married,Conservative,1,19690.14069,0.16,0.08,0.76,-0.9,0.930403606,0.6,0.96,4.25,2.847075731
1661,treat,yes,Europe,male,61,married,Liberal,3,32659.82894,0.63,0.14,0.23,0.57,1.232007132,0.06,0.62,1.06,1.635593017
1662,treat,no,Asia,female,63,married,Liberal,2,63998.05558,0,0.05,0.95,0.34,1.967001995,0.99,-0.08,10.98,2.044292475
1663,control,yes,Asia,male,52,married,New_Democrat,2,34297.62326,0.88,0.02,0.1,1.15,0.690525296,0.44,-0.85,1.25,1.256978438
1664,control,no,North America,male,37,divorced,New_Democrat,5,112204.8991,0.09,0.3,0.61,-1.46,1.491289353,0.9,2.47,3.32,2.097141473
1665,control,yes,Europe,male,39,divorced,Conservative,1,65611.67822,0.68,0.06,0.26,-0.9,0.386904883,0.01,1.8,0.81,1.305535031
1666,treat,yes,Asia,female,63,married,Liberal,1,143558.3953,0.86,0.04,0.1,0.92,1.523549565,0.25,3.2,0.37,0.757786477
1667,control,no,Asia,male,44,married,Conservative,0,140920.9913,0.99,0.01,0,0.86,1.610751501,0.49,0.55,1.82,2.189061732
1668,treat,yes,North America,male,24,divorced,Other,3,133718.4407,0.83,0.02,0.15,-1.41,0.581311015,0.96,2.19,2.18,2.504674517
1669,control,yes,Southern,female,43,married,Conservative,0,46132.30493,0.81,0.17,0.02,0.32,1.748013242,0.7,-0.16,1.95,0.310844171
1670,control,yes,Southern,male,48,divorced,New_Democrat,1,118360.8554,0.83,0.08,0.09,0.5,0.723328379,0.01,-2.3,1.13,1.783417021
1671,treat,yes,Europe,male,29,widowed,New_Democrat,0,95806.91127,0.74,0.01,0.25,-1.04,1.68508338,0,0.14,1.52,2.621455604
1672,treat,no,Europe,male,61,divorced,Liberal,1,97232.41855,0.36,0.02,0.62,-1.52,1.54808549,0.43,2.45,1.07,2.978722325
1673,control,no,North America,male,45,married,Conservative,0,144019.7257,0.14,0.7,0.16,-1.34,1.825240119,0.06,-2.72,0.13,2.048711525
1674,control,no,Southern,male,34,divorced,Liberal,1,61872.22086,0.98,0,0.02,1.53,0.982277969,0.7,2.51,3.4,1.541360979
1675,control,no,North America,female,39,married,Other,3,144956.2412,1,0,0,-0.59,1.939819114,0.59,0.42,0.84,0.343780841
1676,control,yes,Asia,male,21,married,New_Democrat,1,99336.144,0.3,0.66,0.04,-0.09,0.003085979,0.16,-2.9,0.67,1.336856207
1677,treat,no,Europe,male,42,married,Conservative,1,142795.5498,0.25,0.75,0,-0.56,0.969781303,0,1.1,0.58,4.706588124
1678,treat,no,Asia,male,52,married,New_Democrat,1,133623.365,0.09,0.08,0.83,0.65,1.700877449,0.21,-1.25,0.62,4.412337302
1679,treat,no,North America,male,60,married,Other,1,128872.9114,0.35,0.65,0,2.39,0.843341021,0.01,3.36,0.93,3.410574646
1680,control,no,North America,male,65,divorced,Liberal,3,66751.756,0.4,0.47,0.13,1.11,1.567383607,0.59,4.28,2.63,0.594856411
1681,control,no,North America,female,35,widowed,New_Democrat,0,70793.17556,0.05,0.91,0.04,-0.22,0.803541278,0.01,-3.08,4.5,1.096244512
1682,control,no,North America,male,46,divorced,Conservative,0,108442.7528,0.6,0.33,0.07,0.81,1.376087304,0,1.13,3.15,2.681448892
1683,treat,yes,Southern,male,55,divorced,Other,3,6996.41603,0.35,0.28,0.37,-0.94,0.223748261,0.82,-1.65,1.6,2.801119247
1684,control,yes,North America,male,44,never,Conservative,1,50000,0.24,0.25,0.51,-0.55,1.028626101,0.98,0.94,1.26,1.014233842
1685,treat,no,Asia,female,27,married,Conservative,1,129560.1851,0.23,0.12,0.65,0.05,1.891900231,0.22,-0.05,0.93,2.940626592
1686,treat,yes,North America,male,42,married,New_Democrat,1,113255.5011,0.87,0.12,0.01,-0.04,0.080063687,0.5,2.24,5.24,3.216822768
1687,treat,no,North America,female,28,married,New_Democrat,1,30008.12578,0.34,0.07,0.59,1.48,1.076751423,0.49,1.45,1.71,2.971036111
1688,treat,no,Europe,male,31,married,Liberal,0,60520.73291,0.55,0.15,0.3,-0.95,0.735621598,0.24,-0.99,1.15,2.119939089
1689,control,no,North America,male,64,never,Liberal,1,91000,0.8,0.11,0.09,0.97,0.896642106,0.37,0.06,1.19,1.688657336
1690,control,no,North America,female,41,never,Liberal,1,106000,0.34,0.46,0.2,1.9,1.676274607,0.65,1.51,0.77,0.07432681
1691,treat,no,Europe,female,33,married,Conservative,0,24541.62575,0.78,0.03,0.19,0.19,0.527808481,0.92,1.24,1.71,2.891935621
1692,treat,yes,North America,female,42,married,Liberal,0,118682.7237,0.04,0.8,0.16,0.6,1.072598485,0.13,0.39,1.61,0.921992315
1693,control,yes,Asia,female,32,never,Conservative,1,150000,0.71,0.09,0.2,-1.02,1.562965251,0.5,-0.85,4.78,0.03608542
1694,control,yes,Asia,male,23,divorced,New_Democrat,1,11959.86233,0.88,0.1,0.02,0.1,0.462928218,0.47,0.62,3.8,1.022911673
1695,treat,no,Asia,female,41,married,Conservative,3,88569.12155,0.67,0.19,0.14,0,1.463210837,0.14,-1.63,0.79,3.127674149
1696,control,yes,North America,male,37,never,Liberal,1,109000,0.69,0.01,0.3,-1.67,1.489716664,0.18,1.95,2.65,0.188239535
1697,treat,yes,Southern,female,32,widowed,Liberal,5,17196.19906,0.65,0.3,0.05,1.44,0.779004499,0.98,-1.35,1.28,1.247091562
1698,treat,no,North America,male,25,married,Conservative,1,111259.6116,0.91,0.07,0.02,-1.35,1.151770134,0.39,0.54,2.38,3.475073371
1699,control,yes,North America,female,24,never,Liberal,0,4000,0.92,0.03,0.05,2.38,1.467647325,0.9,0.06,1.94,-0.493582539
1700,control,yes,North America,male,26,never,New_Democrat,0,126000,0.17,0.77,0.06,-0.14,1.276464752,0.79,1.33,6.03,1.133525971
1701,control,yes,Asia,female,53,divorced,Liberal,0,109882.0339,0.51,0.41,0.08,0.4,1.756770533,0.98,2.95,1.18,-0.647249146
1702,control,no,Asia,female,38,divorced,Conservative,1,0,0.82,0.01,0.17,0.43,0.863162305,0.08,-2.43,0.29,1.369501026
1703,treat,no,Europe,female,60,divorced,Liberal,3,42731.53058,0.5,0.06,0.44,-0.11,1.40093579,0.71,0.89,1.97,2.197677842
1704,treat,yes,Asia,male,29,divorced,Conservative,1,35679.2546,0.4,0.36,0.24,-0.58,1.007265853,0.82,0.69,1.31,3.443915268
1705,control,no,Asia,female,45,divorced,Liberal,0,1792.945822,0.21,0.52,0.27,0.43,0.035959728,0.29,-0.38,4.58,0.255260579
1706,control,no,Asia,female,35,divorced,New_Democrat,2,6691.971482,0.08,0.43,0.49,-0.78,0.230391374,0.56,-3.51,4.32,1.17829108
1707,control,yes,North America,male,48,divorced,Other,2,65224.17385,0.31,0.19,0.5,-0.2,1.780537361,0.03,-0.21,1.13,0.608665066
1708,control,yes,Southern,female,33,widowed,Conservative,2,152348.9556,0.02,0.88,0.1,-0.37,2.144429594,0.59,2.15,0.92,0.149759899
1709,control,no,North America,male,61,married,Conservative,2,137057.7651,0.36,0.36,0.28,-1.14,0.799831798,0.18,-0.48,1.79,2.119285276
1710,treat,no,North America,male,56,married,Liberal,3,131303.4017,0.57,0.42,0.01,-0.32,0.629431981,0.64,-1.82,4.22,2.869903269
1711,control,no,North America,female,41,divorced,Liberal,0,23503.85281,0.44,0.52,0.04,-1.57,1.638457352,0.01,-3.9,1.65,-0.519359461
1712,control,no,Europe,male,61,married,Conservative,2,128533.7232,0.25,0.38,0.37,-1.51,0.25301455,0.49,1.92,3.92,2.007127023
1713,control,yes,North America,male,39,divorced,Liberal,2,75545.86579,1,0,0,-0.76,1.065379771,0.12,4.02,1.38,0.065238681
1714,control,yes,Europe,male,43,never,Liberal,0,65000,0.08,0.51,0.41,-0.14,1.460489188,0.15,-0.92,0.46,-0.205527477
1715,control,yes,Asia,male,61,divorced,Liberal,0,0,0.94,0.01,0.05,-0.01,0.260467979,0.47,3.13,1.04,-0.417513107
1716,control,no,North America,female,26,divorced,Conservative,2,41385.85112,0.45,0.18,0.37,1.06,0.484407523,0.04,0.81,0.11,1.16950883
1717,treat,yes,North America,male,34,divorced,New_Democrat,4,13021.84869,0.32,0.36,0.32,1.43,0.746846667,0.31,1.3,3.05,2.979920286
1718,treat,no,North America,male,55,married,New_Democrat,1,26918.68955,0.33,0.45,0.22,-0.06,0.323429699,0.61,0.4,0.74,4.012151404
1719,treat,yes,Europe,female,19,divorced,New_Democrat,4,105921.1267,0.62,0.18,0.2,-1.39,1.270302961,0.24,-0.62,0.53,2.123884135
1720,treat,yes,Asia,male,22,married,Other,0,126120.9726,0.18,0.39,0.43,0.92,1.886750273,0.83,-0.42,1.22,2.592398864
1721,control,no,North America,female,63,married,Other,1,76958.14439,0.38,0.04,0.58,-0.3,1.426505179,0.36,0.36,3.06,0.492862691
1722,treat,yes,North America,female,32,never,New_Democrat,0,134000,0.4,0.03,0.57,1.48,1.642530747,0.39,1.29,1.41,2.455938522
1723,treat,yes,Southern,female,45,married,Liberal,1,91341.97204,0.43,0.08,0.49,-1,1.638389069,1,2.47,3.16,0.73413395
1724,treat,no,Asia,male,28,never,Liberal,2,127000,0.55,0.45,0,-1.27,0.124664218,0.57,-0.5,0.64,2.959961297
1725,control,yes,Europe,female,18,never,New_Democrat,1,12000,0.57,0.32,0.11,-0.31,0.383597421,0.08,0.03,0.17,-0.093614064
1726,control,no,North America,male,64,divorced,Conservative,2,45470.24318,0.22,0.42,0.36,0.04,1.02038131,0.02,4.35,0.45,2.211705727
1727,treat,no,North America,male,41,married,Other,3,149591.5375,0.66,0.25,0.09,1.3,2.56436572,0.97,2.75,1.5,4.98466363
1728,control,no,Asia,male,39,divorced,Conservative,2,31846.42164,0.03,0.31,0.66,0.59,0.473592054,0.68,3.56,3.46,1.965464334
1729,treat,no,Europe,female,22,married,Conservative,3,22601.93361,0.46,0.11,0.43,0.16,0.433521213,0.91,-0.72,2.51,3.020755532
1730,control,no,North America,male,63,never,Conservative,1,92000,0.02,0.08,0.9,-1.5,-0.368667692,0.09,0.62,5.61,2.502389581
1731,control,no,Europe,male,41,divorced,New_Democrat,2,68427.70138,0.49,0.14,0.37,0.76,1.44566806,0,-1.03,3.31,2.426796424
1732,treat,yes,North America,male,59,married,New_Democrat,0,159062.3116,0.16,0.39,0.45,1.38,1.828540409,0.59,-2.01,1.89,3.151041763
1733,control,yes,North America,female,34,widowed,Conservative,0,99584.89765,0.79,0.17,0.04,1.27,1.303287417,0.88,2.12,1.36,-0.071643503
1734,treat,yes,North America,female,63,never,Liberal,0,41000,0.93,0.03,0.04,-0.96,0.5096631,0.14,-0.12,0.91,1.155963827
1735,treat,yes,Southern,female,57,married,Liberal,3,123081.1076,0.26,0.27,0.47,0.02,1.130258502,0.97,1.93,1.44,1.377751354
1736,treat,no,Asia,male,22,married,Conservative,1,33521.60697,0.94,0.02,0.04,0.76,0.411752994,0.97,2.2,1,4.161246355
1737,control,no,North America,male,50,widowed,Conservative,2,101109.8907,0.54,0,0.46,0.38,1.267095459,1,-1.14,5.45,2.371814424
1738,control,no,Europe,male,51,married,Conservative,2,108472.0549,0.27,0.39,0.34,0.01,2.107158117,0.01,2.47,0.02,2.548621562
1739,control,yes,Europe,female,25,married,Liberal,2,136105.4149,0.72,0.25,0.03,0.14,2.13055389,0.01,-0.91,0.09,-0.645637639
1740,treat,yes,North America,male,51,married,Liberal,1,72384.55226,0.37,0.19,0.44,-0.44,0.122783344,0.09,1.94,0.8,1.933088881
1741,treat,yes,Asia,female,28,married,Liberal,2,97690.84693,0.96,0.01,0.03,0.33,0.485984307,0.21,-1.15,1.69,0.550877672
1742,treat,yes,North America,male,31,divorced,Conservative,1,69389.76484,0.94,0.06,0,0.8,0.632817958,0.99,0.5,2.47,3.266233894
1743,control,yes,Asia,female,37,never,Conservative,1,28000,0.05,0.08,0.87,-1.76,-0.072115224,0.71,2.34,0.72,0.154229663
1744,treat,yes,Southern,female,42,never,New_Democrat,1,24000,0.75,0.12,0.13,-0.83,0.999536765,0.89,-0.46,2.58,1.964190014
1745,treat,yes,North America,male,34,married,Conservative,3,124285.4534,0.75,0.18,0.07,0.08,0.817507546,0.63,0.99,0.88,3.911550092
1746,treat,no,North America,female,43,never,New_Democrat,0,145000,0.86,0.14,0,0.91,1.333523768,0.99,4.22,2.96,3.398258193
1747,treat,yes,Europe,male,34,divorced,Other,1,31905.15624,0.9,0.04,0.06,1.25,0.863359168,0.15,-2.31,1.04,2.453260704
1748,control,yes,North America,female,56,never,Liberal,2,128000,0.66,0.23,0.11,-0.17,2.61967812,0.11,0.27,1.39,-1.002092017
1749,treat,yes,Europe,male,60,divorced,Conservative,1,0,0.35,0.5,0.15,-0.38,1.374467934,0.72,-2.75,2.09,3.242152466
1750,treat,no,North America,female,33,divorced,Conservative,1,103038.4591,0.58,0.09,0.33,-1.29,0.841631783,0.09,-0.28,0.83,3.056836107
1751,control,yes,Europe,male,57,divorced,New_Democrat,3,38612.14473,0.66,0.18,0.16,0.48,1.202204677,0.03,0.19,4,0.876412549
1752,treat,no,North America,male,28,divorced,Conservative,2,78451.14187,0.81,0,0.19,-1.7,1.556996083,0.45,0.12,4.36,4.537852542
1753,treat,no,Europe,male,47,married,New_Democrat,0,131811.1191,1,0,0,0.37,1.577139819,0.85,-1.82,3.56,3.896483701
1754,treat,no,North America,male,52,divorced,Other,0,8547.810157,0.96,0.01,0.03,-1.7,-0.153020604,0.05,-0.4,2.63,3.605470458
1755,treat,no,North America,male,64,divorced,Liberal,2,109510.7504,0.9,0.03,0.07,2.91,1.872727588,0.15,-1.06,1.7,3.83002682
1756,treat,no,North America,male,42,widowed,Liberal,2,102262.5145,0.83,0.03,0.14,2.32,2.335737213,0.64,-0.53,0.83,3.23047715
1757,control,no,Asia,female,34,never,Conservative,3,31000,0.06,0.2,0.74,-2.75,-0.004491858,0.99,-0.87,3.08,0.826949344
1758,control,no,North America,male,30,never,New_Democrat,3,20000,0.58,0.04,0.38,1.22,0.647136905,0.4,1.23,0.92,2.480080982
1759,control,no,Asia,female,63,divorced,Conservative,3,21028.52533,0.18,0.11,0.71,-0.17,0.445427769,0.86,0.28,2.25,1.463860734
1760,control,yes,Southern,male,48,married,Liberal,0,14559.52633,0.75,0.15,0.1,0.35,0.531881028,0.92,-3.17,2.17,0.244565904
1761,control,no,North America,male,24,married,Conservative,2,85457.98793,0.81,0.14,0.05,0,0.095492186,0.2,2.58,6.99,2.273660702
1762,control,no,Southern,male,55,married,Liberal,3,159457.9511,0.48,0.52,0,0.01,1.813486381,0.43,-2.53,0.61,0.965814061
1763,treat,yes,North America,female,34,divorced,Conservative,0,46980.40309,0.66,0.08,0.26,-0.74,0.174476895,0.92,2.21,8.04,1.958355364
1764,treat,no,North America,male,62,never,New_Democrat,2,63000,0.33,0.46,0.21,0.48,-0.08344987,0.02,1.47,7.6,4.761983795
1765,treat,no,Asia,male,24,widowed,Conservative,0,121969.67,0.38,0.12,0.5,-0.26,2.496921002,0.2,0.78,2.3,3.559298623
1766,control,yes,North America,male,44,married,Other,3,53685.07333,0.58,0.04,0.38,0.37,1.602743989,0.99,-1.62,2.51,0.727860102
1767,treat,yes,North America,male,55,divorced,Liberal,1,101868.2481,0.04,0.82,0.14,1.34,1.305289253,0.28,-0.18,3.04,2.468877429
1768,control,yes,North America,female,35,widowed,New_Democrat,4,98599.79042,0.64,0.04,0.32,-0.17,1.135638737,0.74,-1.67,2.15,-0.323619899
1769,control,no,Asia,male,65,divorced,New_Democrat,1,72378.73129,0.86,0.05,0.09,0.65,1.46414476,0.04,0.01,0.78,2.351980485
1770,treat,yes,North America,female,26,married,Liberal,1,48023.94298,0.31,0.58,0.11,0.04,0.908614582,0.07,0.15,0.95,0.411732865
1771,control,yes,North America,male,40,married,Liberal,6,28784.94328,0.08,0.52,0.4,0.7,1.024984188,0.06,-0.09,2.55,-0.1781376
1772,treat,no,Europe,male,59,divorced,New_Democrat,2,23356.60003,0.84,0.01,0.15,0.67,0.615811639,0.06,4.55,1.23,4.595984364
1773,treat,yes,Asia,female,47,never,New_Democrat,1,86000,0.1,0.68,0.22,-1.25,1.666063388,0.01,-3.91,4.89,1.789994705
1774,control,no,North America,male,46,divorced,New_Democrat,2,49294.42395,0.53,0.28,0.19,1.91,0.733351168,0.42,-0.94,1.19,2.803737067
1775,treat,yes,Asia,male,60,married,Conservative,0,134020.0299,0.9,0.05,0.05,1.2,2.127431189,0.91,1.66,2.22,3.792478129
1776,treat,no,Asia,female,38,married,Conservative,1,112163.8597,0.12,0.88,0,-0.21,1.394285548,0.16,2.31,0.97,3.113020779
1777,control,no,Europe,male,53,married,Conservative,2,31110.9578,0.1,0.48,0.42,0.59,1.292155197,0.06,1.64,2.5,2.413442736
1778,control,yes,North America,male,41,married,Other,0,31035.3572,0.98,0.01,0.01,0.2,0.568467888,0.05,1.44,2.41,0.308815579
