"RBC","HR","SR","WS","SF","Hol","Humid","RF","Temp","Seas"
2187,21,0,1.9,0,"Holiday",53,0,16.8,"Autumn"
1308,14,0.55,2.3,0,"No Holiday",74,0,19.9,"Summer"
1304,3,0,0.8,0,"No Holiday",81,0,13.6,"Spring"
1308,6,0,0.7,0,"No Holiday",35,0,-8.2,"Winter"
1554,12,1.2,1.2,0,"No Holiday",56,0,13.9,"Spring"
1394,8,0.44,1.7,0,"No Holiday",55,0,23.8,"Summer"
1463,6,0.02,0.8,0,"No Holiday",77,0,18.7,"Spring"
2306,23,0,1.5,0,"No Holiday",52,0,25.6,"Summer"
1668,3,0,2.5,0,"No Holiday",56,0,14.6,"Autumn"
1359,18,0.65,1.1,2.7,"No Holiday",83,0,0.9,"Winter"
1332,11,2.07,0.9,0,"No Holiday",62,0,-0.7,"Winter"
2573,14,1.69,3.1,0,"Holiday",41,0,28.9,"Summer"
2317,14,1.36,2,0,"No Holiday",72,0,26.5,"Summer"
2265,20,0.03,1.1,0,"No Holiday",64,0,12.9,"Autumn"
1472,2,0,0.9,0,"No Holiday",67,0,6.5,"Autumn"
1679,1,0,4.8,0,"No Holiday",71,0,20.3,"Autumn"
2204,22,0,2.2,0,"No Holiday",50,0,13.9,"Spring"
1969,2,0,1,0,"Holiday",16,0,11.8,"Autumn"
1910,10,1.25,0.7,0,"No Holiday",58,0,25.7,"Autumn"
2274,22,0,1.2,0,"No Holiday",51,0,26.8,"Summer"
1555,13,1.94,1.7,2,"No Holiday",40,0,-2.9,"Winter"
1180,13,2.98,0.6,0,"No Holiday",58,0,-6.4,"Winter"
2417,5,0,2,0,"No Holiday",35,0,32.1,"Summer"
1921,16,1.97,1.3,0,"No Holiday",93,0,10.5,"Autumn"
1763,14,0.83,1.1,0,"No Holiday",43,0,2,"Winter"
2477,19,0.01,1.6,0,"No Holiday",47,0,14.5,"Autumn"
1760,10,1.89,1.2,0,"No Holiday",63,0,30.4,"Summer"
1675,11,1.3,0.8,0,"No Holiday",68,0,18.4,"Summer"
2079,22,0,0.4,0,"No Holiday",76,0,11.1,"Autumn"
1926,13,1.88,0.8,0,"No Holiday",44,0,16.4,"Autumn"
2503,8,0.01,1.8,0,"No Holiday",55,0,31.4,"Summer"
2339,19,0.01,1.5,0,"No Holiday",70,0,9.5,"Autumn"
1379,7,0.12,0.3,0.3,"No Holiday",84,0,1.6,"Autumn"
2053,9,0.55,0.9,0,"No Holiday",32,0,8.8,"Autumn"
1762,16,0.52,1.8,0,"No Holiday",65,0,21.8,"Spring"
2454,19,0,0.8,0,"No Holiday",64,0,21.3,"Autumn"
1868,20,0,1.9,0,"No Holiday",51,0,3.4,"Spring"
1109,3,0,0.7,1.6,"No Holiday",37,0,-2.7,"Winter"
1454,0,0,0.7,0,"No Holiday",32,0,-6,"Spring"
2411,8,0.01,1.8,0,"No Holiday",38,0,35,"Summer"
2040,3,0,2.3,0,"No Holiday",62,0,29.9,"Summer"
2338,11,1.41,1.3,0,"No Holiday",32,0,21.7,"Spring"
1682,17,0.41,1.9,0,"No Holiday",40,0,-2.7,"Winter"
2111,18,0.04,2.3,0,"No Holiday",58,0,31.1,"Summer"
2265,14,2.66,2.3,0,"No Holiday",44,0,28.4,"Summer"
1391,1,0,1.9,0,"No Holiday",24,0,-1.3,"Winter"
3000,17,1.76,1.1,0,"No Holiday",24,0,7.1,"Autumn"
2567,20,0,2.3,0,"No Holiday",32,0,27.9,"Spring"
2514,23,0,1.4,0,"No Holiday",67,0,30.8,"Summer"
1745,23,0,1,0.5,"No Holiday",34,0,-14,"Winter"
962,11,2.17,1.1,3.5,"No Holiday",84,0,-5,"Winter"
1089,3,0,1.1,0,"Holiday",96,0,2.1,"Spring"
1458,5,0,1.5,0,"No Holiday",75,0,11.4,"Spring"
2431,18,0.01,0.9,0,"No Holiday",57,0,20.9,"Spring"
1381,17,0.58,0.7,0,"No Holiday",87,0,3.3,"Spring"
1958,16,0.94,2.2,0,"No Holiday",59,0,7.9,"Spring"
2324,19,0,2.9,0,"No Holiday",57,0,26.1,"Autumn"
1451,0,0,1.7,0,"No Holiday",95,24,24.6,"Summer"
1877,18,0.03,2.3,0,"No Holiday",27,0,-5.3,"Winter"
2181,6,0,1.3,0,"No Holiday",51,0,26.1,"Summer"
2367,20,0.04,0.8,0,"No Holiday",85,0,12.9,"Spring"
2058,16,2.36,0.6,0,"No Holiday",48,0,18.5,"Autumn"
1119,17,0.24,2.1,3.4,"No Holiday",79,0,-2.7,"Winter"
1487,1,0,3.9,0,"No Holiday",69,0,23.6,"Autumn"
1943,21,0,1.7,0,"No Holiday",77,0,11.4,"Autumn"
1375,14,1.01,2.7,0.5,"No Holiday",37,0,-19.2,"Winter"
2341,22,0,2.3,0,"Holiday",51,0,18.5,"Autumn"
2477,10,1.34,4,0,"No Holiday",68,0,30.7,"Summer"
2012,21,0,0.9,0,"No Holiday",72,0,15.6,"Autumn"
1945,20,0,1.6,0,"No Holiday",90,0.8,22.4,"Spring"
2099,21,0,4.9,0,"No Holiday",64,0,15.9,"Autumn"
1875,16,1.71,2.3,0,"No Holiday",70,0,16.3,"Autumn"
2648,17,1.13,0.4,0,"No Holiday",51,0,33,"Summer"
1400,10,2.09,2.3,0,"No Holiday",53,0,18.5,"Summer"
2656,22,0,3.3,0,"No Holiday",20,0,5.6,"Autumn"
1408,1,0,0.8,0,"No Holiday",45,0,14.3,"Spring"
2159,19,0,0.7,0,"No Holiday",40,0,19.5,"Autumn"
2194,19,0.27,0.8,0,"No Holiday",69,0,14.7,"Spring"
1828,7,0.22,1.5,0,"No Holiday",50,0,7.9,"Autumn"
1005,4,0,1.1,0,"No Holiday",60,0,3.1,"Winter"
1447,20,0,1.3,0,"No Holiday",81,0,1.6,"Winter"
2449,21,0,0.2,0,"No Holiday",43,0,10.2,"Autumn"
1276,1,0,2.2,0,"No Holiday",76,0,6.3,"Winter"
2523,10,0.44,0.8,0,"No Holiday",49,0,30.5,"Summer"
1597,0,0,2.9,0,"No Holiday",25,0,2.4,"Winter"
2211,6,0,1.3,0,"No Holiday",50,0,32.6,"Summer"
1646,5,0,3.1,0,"No Holiday",94,0,16.4,"Spring"
2065,18,0.01,2.2,0,"No Holiday",39,0,6.1,"Autumn"
1579,4,0,3.3,0,"Holiday",67,0,30.4,"Summer"
1471,5,0,0.3,0,"Holiday",40,0,11.1,"Spring"
1824,17,1.93,3.1,0,"No Holiday",12,0,4,"Winter"
2773,23,0,1.7,0,"No Holiday",37,0,22.3,"Autumn"
1511,18,0.61,0.6,0,"No Holiday",98,4,21,"Summer"
3019,14,1.87,1.5,0,"No Holiday",32,0,29.4,"Summer"
2373,18,0.54,0.7,0,"No Holiday",47,0,35.5,"Summer"
1867,5,0,2.6,0,"No Holiday",23,0,10.2,"Spring"
1686,10,2.45,3.6,0,"No Holiday",32,0,-5.1,"Winter"
1898,8,0.02,4.1,0,"No Holiday",56,0,21.3,"Summer"
1449,9,0.85,2,0,"No Holiday",64,0,23.4,"Summer"
1351,5,0,1.7,0,"No Holiday",75,0,17.5,"Autumn"
2189,12,1.68,1.3,0,"No Holiday",63,0,7.6,"Autumn"
1495,2,0,0.8,0,"No Holiday",71,0,19,"Summer"
2013,15,1.86,1.6,0,"Holiday",68,0,9,"Spring"
2111,7,0,2.2,0,"No Holiday",61,0,23.6,"Summer"
2156,16,0.35,2.5,0,"No Holiday",38,0,14,"Autumn"
822,10,0.36,1.9,0.7,"No Holiday",71,0,-9.4,"Winter"
2730,21,0,1.7,0,"No Holiday",60,0,23.3,"Autumn"
2256,16,2.29,0.5,0,"No Holiday",2,0,13.3,"Spring"
2268,7,0.24,2.8,0,"No Holiday",50,0,31.2,"Summer"
1746,0,0,2.8,0,"No Holiday",49,0,9.7,"Spring"
1812,22,0,1.9,0,"No Holiday",81,0,14.2,"Spring"
2226,16,0.29,0,0,"No Holiday",53,0,20.6,"Spring"
2177,11,3.11,1.7,0,"No Holiday",66,0,25.5,"Autumn"
1714,3,0,2.4,0,"No Holiday",64,0,19,"Spring"
1748,21,0,1.5,0.9,"No Holiday",66,0,-4.1,"Winter"
1564,9,0.89,1.9,0,"No Holiday",31,0,3.8,"Winter"
1340,7,0.35,2,0,"No Holiday",79,0,0.8,"Autumn"
2700,15,1.98,2.6,0,"No Holiday",55,0,19.8,"Autumn"
1491,5,0,1.8,0,"No Holiday",43,0,-0.8,"Winter"
2105,19,0,1.6,0,"No Holiday",87,0,24.1,"Autumn"
1629,0,0,2.5,0,"No Holiday",78,0,28.9,"Summer"
2286,14,3.21,1.3,0,"Holiday",84,0,21.4,"Summer"
1891,3,0,1.2,0,"No Holiday",34,0,27.8,"Summer"
1270,4,0,0.5,0,"No Holiday",50,0,-3.1,"Spring"
1575,3,0,1.5,0,"No Holiday",72,0,5.6,"Autumn"
1452,6,0,2.2,0,"Holiday",57,0,24.9,"Summer"
1826,13,2.87,1.2,0,"No Holiday",53,0,16.6,"Spring"
2357,8,1.08,3.6,0,"No Holiday",37,0,36.4,"Summer"
2408,21,0,1.7,0,"No Holiday",49,0,32.9,"Summer"
1980,14,3.26,1.1,0,"No Holiday",60,0,3.4,"Winter"
1254,8,0.01,1.5,0,"No Holiday",95,0,22.2,"Spring"
1499,20,0.1,0.8,0,"No Holiday",96,0,7.9,"Spring"
828,5,0,1.3,0.7,"No Holiday",82,0,-6.7,"Winter"
2360,19,0.18,0.9,0,"No Holiday",42,0,7.7,"Autumn"
1633,21,0,4.6,0,"Holiday",94,0,15.4,"Spring"
1878,5,0,2.2,0,"Holiday",53,0,18.3,"Spring"
2249,22,0,2.8,0,"No Holiday",72,0,18.8,"Summer"
1517,1,0,1.1,0,"No Holiday",61,0,20.8,"Summer"
1726,17,1.73,1.1,0,"No Holiday",91,0,5.9,"Spring"
2309,23,0,0.5,0,"No Holiday",53,0,15.5,"Spring"
1754,14,2.38,0.7,0,"No Holiday",67,0,5.8,"Autumn"
1136,5,0,1.3,0,"No Holiday",49,0,-3.4,"Winter"
1411,22,0,1.2,0,"No Holiday",66,0,3.4,"Winter"
1506,19,0.06,1.2,0,"No Holiday",87,0,3.3,"Autumn"
2158,20,0.02,2.5,0,"No Holiday",50,0,14.9,"Autumn"
1898,12,1.99,0.8,0,"No Holiday",62,0,34.3,"Summer"
2203,16,1.81,1,0,"No Holiday",39,0,7.9,"Spring"
2213,9,1.08,1.6,0,"No Holiday",55,0,31.7,"Summer"
1916,4,0,4.7,0,"No Holiday",64,0,23.3,"Summer"
2333,18,0.1,1.1,0,"No Holiday",23,0,18.2,"Spring"
1591,10,2.2,1.1,0,"Holiday",73,0,13.2,"Autumn"
1751,18,0.46,1.1,0,"No Holiday",23,0,-6.3,"Winter"
1492,17,0.68,2.1,0,"No Holiday",81,0,9.9,"Autumn"
2674,23,0,1.2,0,"No Holiday",67,0,22.5,"Summer"
2349,11,0.88,1.1,0,"No Holiday",29,0,16.4,"Spring"
2040,4,0,3.8,0,"No Holiday",50,0,22.2,"Summer"
867,6,0,0,0,"No Holiday",96,0,22.3,"Summer"
1401,18,0,2.9,0,"No Holiday",95,0,22.1,"Spring"
2187,16,0.57,3.7,0,"No Holiday",65,0,15.9,"Spring"
1312,7,0.02,0.9,0,"No Holiday",35,0,-8.1,"Winter"
1833,19,0.57,2,0,"No Holiday",59,0,7.7,"Autumn"
1418,15,0.34,1.9,0,"No Holiday",41,0,-14,"Winter"
2144,0,0,1.2,0,"No Holiday",58,0,26.5,"Summer"
2380,23,0,1.1,0,"No Holiday",50,0,15.3,"Autumn"
962,4,0,2.8,2.6,"No Holiday",89,0,3.1,"Autumn"
1799,16,1.79,1.3,0,"No Holiday",87,0,23.5,"Summer"
1761,16,0.83,1.7,0,"No Holiday",82,0,26.7,"Summer"
1469,0,0,1.5,0,"No Holiday",82,0,26.7,"Summer"
1575,5,0,2.3,0,"No Holiday",83,0,27.8,"Summer"
2344,16,0.76,3.1,0,"No Holiday",43,0,16.2,"Autumn"
1692,3,0,1.3,0,"No Holiday",48,0,25.4,"Summer"
2479,15,0.57,0.7,0,"No Holiday",46,0,10.3,"Autumn"
1745,1,0,2.1,0,"No Holiday",32,0,11.3,"Spring"
1426,2,0,3.2,0,"Holiday",76,0,7,"Autumn"
2018,16,0.52,3.8,0,"No Holiday",52,0,6.4,"Autumn"
1774,18,0.47,1,0,"No Holiday",97,0,13.1,"Autumn"
1429,8,0.14,1.2,0,"No Holiday",70,0,12,"Autumn"
850,11,0.07,0.6,0,"No Holiday",60,0,-4.7,"Winter"
1684,17,1.96,1.6,0,"No Holiday",88,0.5,17.7,"Summer"
2394,8,0.02,3.7,0,"No Holiday",33,0,35,"Summer"
1263,1,0,1.7,0,"No Holiday",85,0,23,"Summer"
1443,3,0,3.1,0,"No Holiday",70,0,15.9,"Spring"
2351,14,0.36,1.5,0,"No Holiday",47,0,34,"Summer"
2302,16,0.94,2.8,0,"No Holiday",42,0,20.5,"Autumn"
1766,19,0.43,0.5,2,"No Holiday",36,0,-1.5,"Winter"
1898,13,0.11,2.3,0,"Holiday",34,0,13.6,"Spring"
1691,12,2.89,3.2,0,"No Holiday",83,0,22.8,"Summer"
2037,12,0.45,3.4,0,"No Holiday",74,0,28.5,"Summer"
1084,12,2.4,1.7,0,"No Holiday",56,0,-2.7,"Winter"
1551,9,0.84,2.1,0,"Holiday",55,0,7.9,"Autumn"
1833,5,0,0.5,0,"No Holiday",42,0,22.9,"Spring"
2230,10,2.34,1.5,0,"No Holiday",44,0,13.3,"Autumn"
1692,21,0,1.5,0,"No Holiday",61,0,-0.7,"Winter"
1941,12,3.16,1.5,0,"No Holiday",81,0,16.6,"Spring"
1577,15,2.87,1.4,0,"No Holiday",63,0,9.8,"Autumn"
888,0,0,0.7,0,"No Holiday",54,0,-12.3,"Winter"
2371,16,1.73,0.5,0,"No Holiday",52,0,19.7,"Summer"
1589,10,0.59,0.4,0,"No Holiday",40,0,3.5,"Winter"
1381,8,0.06,3.7,0,"No Holiday",86,0,18.5,"Spring"
1834,8,0.44,2.1,0,"No Holiday",62,0.1,24.2,"Autumn"
1973,8,0.59,1.3,0,"No Holiday",52,0,23,"Summer"
2045,5,0,1.7,0,"No Holiday",71,0,19.7,"Autumn"
1031,7,0.46,3,0,"No Holiday",48,0,-12.3,"Winter"
1251,4,0,1.2,0,"No Holiday",49,0,-3.7,"Winter"
1574,3,0,0.5,0,"No Holiday",50,0,12.1,"Spring"
1838,23,0,2.9,0,"No Holiday",71,0,9.3,"Autumn"
2502,18,0.09,1.5,0,"No Holiday",89,0.5,23.6,"Summer"
1855,2,0,3.1,0,"No Holiday",31,0,17.4,"Autumn"
2056,19,0,1,0,"No Holiday",48,0,22.4,"Autumn"
1978,20,0,2.3,0,"No Holiday",66,0,21.6,"Summer"
1629,20,0,1.5,0,"No Holiday",85,0,23.1,"Summer"
1583,2,0,0.6,0,"No Holiday",20,0,3.8,"Winter"
2007,7,0,3,0,"No Holiday",49,0,26,"Autumn"
1704,8,0.06,1.4,0,"No Holiday",58,0,30.2,"Summer"
1978,3,0,1.7,0,"No Holiday",59,0,20.8,"Autumn"
1924,10,2.13,1.7,0,"No Holiday",76,0,17.8,"Autumn"
2197,23,0,2.2,0,"No Holiday",35,0,7.4,"Winter"
2569,22,0,1.1,0,"No Holiday",40,0,16.1,"Autumn"
1886,6,0,1.6,0,"No Holiday",51,0,14.1,"Autumn"
2996,16,2.27,1.8,0,"No Holiday",49,0,32.6,"Summer"
1985,19,0.33,1.8,0,"No Holiday",18,0,-1.7,"Winter"
2170,23,0,2.4,0,"No Holiday",71,0,28.4,"Summer"
2279,17,0.68,0.2,0,"No Holiday",47,0,12.2,"Autumn"
2614,21,0,1.4,0,"No Holiday",59,0,35.6,"Summer"
1672,12,0.22,1.6,0,"No Holiday",65,0,9.2,"Spring"
1164,9,0.39,0.4,0,"No Holiday",69,0,2.6,"Winter"
1570,18,1.28,1.4,0,"No Holiday",53,0,32.5,"Summer"
1267,6,0,1.9,0,"No Holiday",48,0,-2.8,"Winter"
1366,3,0,1.8,0,"No Holiday",53,0,4.9,"Spring"
1845,17,1.79,3.4,0,"No Holiday",51,0,8.9,"Spring"
1717,5,0,1.3,0,"No Holiday",40,0,27.7,"Summer"
1094,0,0,2.9,0,"No Holiday",40,0,-11.8,"Winter"
1847,2,0,0.8,0,"No Holiday",50,0,29.8,"Summer"
1763,15,1.97,1.4,0,"No Holiday",64,0,22.2,"Spring"
1489,3,0,3.4,0,"No Holiday",70,0,15.7,"Spring"
1751,10,1.28,1,0,"No Holiday",31,0,8.8,"Winter"
2954,23,0,0.3,0,"No Holiday",56,0,33.4,"Summer"
1443,7,0.3,1.2,0.5,"No Holiday",39,0,-18.1,"Winter"
1225,5,0,2.5,0,"No Holiday",52,0,3.5,"Winter"
1799,8,0,1.8,0,"No Holiday",69,0,21.1,"Spring"
2412,6,0,0.5,0,"No Holiday",22,0,22.2,"Spring"
1408,8,0.17,0.8,0,"No Holiday",30,0,-5.5,"Winter"
2403,9,0.9,0.8,0,"No Holiday",36,0,16.1,"Autumn"
2027,15,0.33,1.7,0,"No Holiday",56,0,12.8,"Autumn"
2264,18,1.1,0.9,0,"No Holiday",71,0,27.5,"Summer"
2433,17,1.02,3.3,0,"No Holiday",52,0,32.8,"Summer"
2104,14,3.25,3.3,0,"No Holiday",73,0,20.1,"Summer"
1972,12,1.07,0.6,0,"No Holiday",43,0,14.5,"Spring"
1366,10,2.61,1.2,0,"No Holiday",31,0,-4.4,"Winter"
1798,1,0,2.7,0,"No Holiday",40,0,18.1,"Autumn"
1870,19,0,2.1,0,"No Holiday",28,0,-6.5,"Winter"
1870,12,0.27,0.7,0,"No Holiday",74,0,18.5,"Autumn"
1002,6,0,2.1,0,"No Holiday",98,0,19.3,"Spring"
1426,6,0,1,0,"No Holiday",52,0,19,"Spring"
1934,8,0.72,0,0,"No Holiday",58,0,10.2,"Autumn"
1941,8,0.68,2.2,0,"No Holiday",54,0,21.6,"Summer"
1032,9,0.55,0.9,0,"No Holiday",37,0,-7.7,"Winter"
1532,22,0,0.6,0,"No Holiday",71,0,9.2,"Spring"
1628,7,0,3.1,0,"No Holiday",52,0,34.1,"Summer"
1506,13,1.1,1.7,0,"No Holiday",78,0,5.7,"Autumn"
1712,6,0,0.8,0,"No Holiday",57,0,18.3,"Spring"
1440,1,0,0.6,0,"No Holiday",51,0,6.4,"Spring"
1916,8,0.12,2.5,0,"No Holiday",69,0,20.3,"Summer"
611,10,2.49,1.1,0,"No Holiday",59,0,-12.8,"Winter"
1857,17,1.13,0.6,0,"No Holiday",17,0,5.5,"Winter"
2118,17,1.95,0.5,0,"No Holiday",35,0,7,"Spring"
1416,4,0,2.2,0,"No Holiday",54,0,1.9,"Spring"
1875,3,0,1.1,0,"No Holiday",32,0,10.7,"Autumn"
1104,2,0,2.6,0,"No Holiday",59,0,-2.4,"Winter"
2549,22,0,1.9,0,"No Holiday",41,0,19.8,"Spring"
1388,11,0.84,2.2,0,"No Holiday",92,0,10.8,"Spring"
1847,12,0,0.1,0,"No Holiday",88,0,25.1,"Summer"
1003,7,0,0.7,0.3,"No Holiday",91,0,1.7,"Autumn"
1810,14,1.04,2.7,0,"No Holiday",77,0,17.7,"Autumn"
1295,5,0,1.6,0,"No Holiday",92,0.5,21.9,"Summer"
1238,2,0,0,0,"No Holiday",46,0,-7.4,"Winter"
1709,16,0.62,0.8,0,"No Holiday",61,0,12.1,"Autumn"
2918,22,0,1,0,"No Holiday",25,0,22.2,"Spring"
2378,2,0,3.2,0,"No Holiday",23,0,21.5,"Autumn"
2599,7,0,1,0,"No Holiday",49,0,20.5,"Autumn"
2405,20,0,1,0,"No Holiday",44,0,28.2,"Autumn"
1220,5,0,6,0.8,"No Holiday",66,0,0.9,"Winter"
809,11,0.35,1.2,2.2,"No Holiday",89,0,-1.2,"Winter"
1930,18,0,0.8,0,"No Holiday",23,0,-2.2,"Winter"
1682,23,0,2.3,0,"No Holiday",94,0,8.9,"Spring"
811,7,0.36,3,0,"No Holiday",56,0,-11.5,"Winter"
2155,22,0,1.1,0,"No Holiday",36,0,39,"Summer"
1288,18,0.22,1,0.8,"No Holiday",74,0,-6.8,"Winter"
1449,17,0.66,1.4,0.6,"No Holiday",68,0,2.7,"Winter"
2025,4,0,0.3,0,"No Holiday",53,0,13.4,"Spring"
1332,5,0,0.4,1.6,"No Holiday",43,0,-0.3,"Winter"
985,6,0,1.2,0,"No Holiday",53,0,-0.2,"Winter"
2191,23,0,0.8,0,"No Holiday",63,0,6.9,"Autumn"
2197,3,0,1,0,"No Holiday",50,0,26,"Summer"
2228,11,2.47,3.1,0,"No Holiday",53,0,12.1,"Spring"
2275,17,1.61,1.7,0,"No Holiday",70,0,19.5,"Autumn"
1955,16,0.2,3.8,0,"No Holiday",73,0,21.8,"Autumn"
2453,15,0.23,0.6,0,"No Holiday",27,0,22.9,"Spring"
1177,2,0,1.9,0,"No Holiday",30,0,-10,"Winter"
1737,21,0,1.3,0,"No Holiday",98,4,18.3,"Autumn"
2458,19,0.03,2.9,0,"No Holiday",42,0,29.3,"Summer"
1559,1,0,2.3,0,"No Holiday",71,0,14.3,"Spring"
2964,21,0,1.1,0,"No Holiday",27,0,24.9,"Spring"
2292,0,0,1.1,0,"No Holiday",44,0,36.1,"Summer"
2132,4,0,2.7,0,"No Holiday",63,0,26.2,"Autumn"
1286,1,0,3.1,0,"No Holiday",42,0,-7,"Winter"
1868,9,0.55,1.1,0,"No Holiday",44,0,25.6,"Summer"
1832,3,0,0,0,"No Holiday",52,0,20.1,"Spring"
2101,15,0.35,4.5,0,"No Holiday",60,0,29.4,"Summer"
2183,10,2.33,1.5,0,"No Holiday",79,0,28.1,"Summer"
1744,19,0.1,0.5,0,"No Holiday",84,0,19.6,"Summer"
2005,2,0,0.8,0,"No Holiday",63,0,14.5,"Autumn"
2368,20,0,2,0,"No Holiday",73,0,23.4,"Autumn"
1820,13,0.38,2.5,0,"No Holiday",94,0,15,"Spring"
1159,1,0,1.4,0,"No Holiday",80,0,4.9,"Autumn"
2444,3,0,1,0,"No Holiday",31,0,30.7,"Summer"
2661,18,0.43,2.1,0,"No Holiday",31,0,27.2,"Spring"
957,9,0.88,2.7,0,"No Holiday",77,0,-0.6,"Winter"
1208,0,0,2.6,0,"No Holiday",58,0,4.8,"Spring"
1795,18,0.02,1.2,0,"No Holiday",33,0,-4.2,"Winter"
1750,5,0,1.1,0,"No Holiday",52,0,19.1,"Autumn"
1791,15,0.41,1.1,0,"No Holiday",76,0,7.2,"Autumn"
2907,12,1.14,0.9,0,"No Holiday",2,0,17,"Spring"
1466,21,0,0.2,0,"No Holiday",66,0,6.4,"Winter"
1427,13,1.87,2.5,0,"No Holiday",37,0,-4.7,"Winter"
1152,1,0,0.8,0,"No Holiday",71,0,4,"Autumn"
2560,22,0,3.4,0,"No Holiday",34,0,9.2,"Spring"
1747,17,0.15,1.8,0,"No Holiday",44,0,5.3,"Spring"
935,9,0.3,3.6,0,"No Holiday",77,0,10.8,"Spring"
1932,17,0.39,1.2,0,"No Holiday",67,0,11.4,"Spring"
1599,6,0,1,0,"No Holiday",78,0,25.6,"Summer"
1840,14,2.08,2.2,0,"No Holiday",91,0,22.9,"Summer"
2815,23,0,1.5,0,"No Holiday",46,0,23.2,"Autumn"
2238,4,0,2.6,0,"No Holiday",21,0,17.6,"Spring"
2308,15,1.71,2.2,0,"No Holiday",73,0,25.8,"Summer"
2055,12,1.33,1.2,0,"No Holiday",66,0,8.1,"Autumn"
1609,11,2.74,2.3,0,"No Holiday",71,0,5.9,"Autumn"
831,9,0.17,1.6,3.5,"No Holiday",85,0,-2.8,"Winter"
2093,13,1.68,3.4,0,"No Holiday",70,0,21,"Summer"
1683,3,0,1.1,0,"No Holiday",51,0,5.9,"Autumn"
1539,3,0,2.7,0,"No Holiday",58,0,8.4,"Autumn"
1513,9,0.84,1.3,0,"No Holiday",79,0,10.9,"Spring"
2464,23,0,0,0,"No Holiday",48,0,34.8,"Summer"
2048,15,0.14,3,0,"No Holiday",62,0,11.3,"Autumn"
1537,3,0,2.3,0,"No Holiday",38,0,5.4,"Winter"
2674,22,0,0.5,0,"No Holiday",38,0,21.3,"Spring"
1042,10,2.34,1.9,0,"No Holiday",55,0,-8.3,"Winter"
1497,8,0.04,1.5,0,"No Holiday",56,0,5.7,"Winter"
1129,9,1.8,0.9,0,"No Holiday",49,0,-1.4,"Winter"
2096,4,0,2,0,"No Holiday",83,0,24.2,"Autumn"
1267,10,0.34,2.5,0,"No Holiday",88,0,18.7,"Summer"
2338,20,0.01,0.4,0,"No Holiday",48,0,4.9,"Autumn"
1595,0,0,3.5,0,"No Holiday",53,0,7.7,"Autumn"
1863,16,1.41,1.8,0,"No Holiday",48,0,4.6,"Spring"
1425,4,0,2.2,1.8,"No Holiday",35,0,-1,"Winter"
1981,14,0.81,1.3,0,"No Holiday",81,0,17.5,"Spring"
832,14,2.91,1.5,0,"Holiday",95,1,15.9,"Autumn"
978,12,0.39,5.3,0,"No Holiday",86,0,6.2,"Spring"
2423,1,0,0.5,0,"No Holiday",1,0,16.1,"Spring"
1541,10,1.4,1.4,0,"No Holiday",97,6.5,22.4,"Summer"
1774,1,0,1.6,0,"No Holiday",44,0,13.3,"Spring"
1616,13,0.76,1.6,0,"No Holiday",66,0,19.2,"Autumn"
2130,16,1.46,2.8,0,"No Holiday",38,0,6,"Winter"
926,16,2.2,0.7,0,"No Holiday",82,0,11.6,"Spring"
1019,1,0,0.6,0,"No Holiday",55,0,-4.3,"Winter"
1883,4,0,1.5,0,"No Holiday",43,0,16,"Autumn"
2310,20,0,0.7,0,"No Holiday",81,0,11.5,"Autumn"
2716,15,2.1,0.9,0,"No Holiday",20,0,18.8,"Spring"
521,11,2.85,3.8,2.6,"No Holiday",71,0,-2.4,"Winter"
2265,22,0,0,0,"No Holiday",35,0,10.1,"Spring"
1382,0,0,0.9,0,"No Holiday",29,0,-1.7,"Winter"
2494,19,0.51,2,0,"No Holiday",93,1,23.6,"Summer"
1787,15,1.54,2.1,0,"No Holiday",28,0,-8.1,"Winter"
2242,22,0,1.1,0,"No Holiday",54,0,21.1,"Spring"
1337,0,0,1,0,"No Holiday",87,0,22.7,"Autumn"
1867,12,3.19,3.1,0,"No Holiday",75,0,15.8,"Spring"
1174,5,0,2.2,0,"No Holiday",64,0,2,"Winter"
1746,13,1.11,1.8,0,"No Holiday",62,0,3.3,"Spring"
2316,18,0.04,2.2,0,"No Holiday",29,0,14.6,"Spring"
2467,21,0,3,0,"No Holiday",61,0,28.1,"Summer"
1552,14,1.47,1.5,0,"No Holiday",62,0,3.3,"Winter"
808,0,0,1.2,0,"Holiday",98,21,22.9,"Summer"
668,0,0,2,0,"No Holiday",56,0,-9.2,"Winter"
2272,11,0.79,2.1,0,"No Holiday",26,0,9.5,"Autumn"
1453,10,1.34,2,0,"No Holiday",59,0,-6.6,"Winter"
2137,21,0,3.8,0,"No Holiday",55,0,21.9,"Summer"
2104,15,0.35,0.6,0,"No Holiday",46,0,13.6,"Autumn"
1958,17,0.08,2.6,0,"No Holiday",69,0,20.7,"Summer"
1324,2,0,3.1,0,"No Holiday",81,0.1,12.9,"Spring"
1727,20,0,2.3,0,"Holiday",69,0,6,"Spring"
1732,20,0,1.3,0,"No Holiday",87,0.5,11.3,"Autumn"
1687,23,0,0.5,0,"No Holiday",90,0,4.9,"Spring"
1773,23,0,0.6,0,"No Holiday",82,1.3,20.8,"Summer"
2592,23,0,1.2,0,"Holiday",37,0,16.1,"Autumn"
1895,20,0.06,2.3,0,"No Holiday",88,0,22,"Summer"
1485,8,0.12,0.4,0,"No Holiday",95,0,8.2,"Autumn"
1393,23,0,1.1,4.8,"No Holiday",87,0,-3,"Winter"
